MORTDUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,DEBTINC_missing,JOB_GROUP_Office and Professional,JOB_GROUP_Self-Employed and Sales,REASON_HomeImp,LOAN_VALUE_ratio,BAD,Prob,Score,Score_Normalized,Surname,Name
86177.0,14.0,0.0,0.0,133.93333333,2.0,9.0,34.802428777,1,0.0,0.0,0.0,0.13452914798085625,0,0.6695748679368774,583,317,Laura,Figueroa
205156.0,2.0,0.0,0.0,98.808205619,1.0,21.0,144.18900129,0,1.0,0.0,0.0,0.22567608074646867,1,0.9574565325955591,497,121,Jennifer,Gregory
32335.0,3.0,1.0,0.44375742019769643,115.13020763,1.482954909956971,10.0,26.926021471,0,0.0,1.0,1.0,0.43933012231838675,0,0.12881246782314235,678,531,Andrea,Mcdaniel
60631.0,24.0,0.0,2.0,200.14145359,1.0,20.0,26.248756632,0,0.0,0.0,0.0,0.3136216329196592,0,0.19840365264674825,659,489,Lisa,Mccoy
46698.0,6.0,1.0,0.0,126.49380515,2.0,10.0,28.394817363,0,0.0,0.0,0.0,0.24390645857308282,0,0.07743517106990236,698,577,Ashley,Butler
70035.0,3.0,0.0,0.0,147.07716353,0.0,31.0,31.206129763,0,0.0,1.0,0.0,0.08138869460060548,0,0.05987319608542742,708,600,Kelly,Beasley
43712.0,6.0,0.0,0.0,50.717534833,2.0,18.0,37.10325125,0,1.0,0.0,0.0,0.31519729754471687,1,0.12659524035912825,679,533,Laura,Smith
93411.0,6.0,0.0,0.0,177.51124938,0.0,32.0,31.027335916,0,1.0,0.0,1.0,0.17424713099117875,0,0.00722643490433971,786,750,Rebecca,Reynolds
76510.0,2.0,0.0,0.0,252.84392821,1.0,37.0,17.414859614,0,1.0,0.0,0.0,0.08045870711106577,0,0.004002726510067114,808,750,Shelley,Morgan
227000.0,3.0,0.0,0.0,160.26666667,1.0,25.0,34.802428777,1,1.0,0.0,1.0,0.11075949367053557,1,0.45065175718316597,616,391,Michael,Santana
39679.0,5.0,1.0,0.0,95.599100855,1.0,9.0,28.505590561,0,0.0,0.0,0.0,0.24092925295591586,0,0.16099372537296375,668,510,Tara,Brown
42720.0,1.0,0.4292054518939854,2.0,289.0,1.0,10.0,34.802428777,1,0.0,0.0,0.0,0.21428571428265308,0,0.5682246482186666,599,353,Ashley,Wilkins
75600.0,5.0,0.0,1.0,64.933333333,2.0,28.0,34.802428777,1,0.0,0.0,0.0,0.21862745097824876,1,0.8927553292888355,532,202,Cynthia,Hernandez
52296.0,24.0,1.0,2.0,193.85371322,0.0,19.0,24.893781127,0,0.0,0.0,0.0,0.2888808339068235,0,0.229643024022998,653,474,Michael,Sanchez
65022.0,12.03221115241727,0.03542005604984147,0.2334137603400146,333.23089989,0.523498475336724,11.0,29.011980578,0,0.0,0.0,1.0,0.17357402264009897,0,0.005,800,750,Jennifer,Cole
22960.0,20.0,0.0,0.0,238.70268339,0.0,11.0,25.887319897,0,1.0,0.0,1.0,0.10633825456752062,0,0.025231955334143415,741,673,Jay,Gonzales
49428.0,27.0,0.0,0.0,265.39531284,1.0,16.0,38.500796453,0,0.0,0.0,0.0,0.2424397090684822,0,0.005,800,750,Luis,Phillips
119000.0,33.0,0.0,2.0,229.3,7.0,36.0,34.802428777,1,0.0,0.0,0.0,0.16897506925090736,1,0.7011405259217163,578,305,Teresa,Saunders
96326.0,15.0,0.0,0.0,142.03790337,5.0,21.0,34.122753508,0,1.0,0.0,1.0,0.09608206375911686,0,0.0,850,750,Meghan,Bailey
85136.0,9.0,0.26924676713560936,0.46109895068571355,178.69749048843562,1.1957560269295542,21.278134492916756,40.715178041,0,0.0,0.0,1.0,0.0667132600541115,0,0.07594615623874407,699,579,Jasmine,Williams
73877.0,10.0,0.0,0.0,68.482694591,0.0,34.0,25.960455093,0,0.0,0.0,0.0,0.26995850489233736,0,0.03683763954941886,727,641,Maria,Knox
62568.0,4.0,0.0,3.0,295.33466966,0.0,19.0,28.600252229,0,1.0,0.0,1.0,0.1430216810724978,1,0.31085950230473136,638,440,Jacob,Hill
94937.0,6.0,0.4241786479763013,0.8328380969918134,248.15887558,2.0,42.0,36.790875327,0,0.0,0.0,0.0,0.12849341471153605,0,0.0068430290020658835,788,750,Joseph,Bell
80203.0,4.0,0.0,0.0,113.42514573,2.0,31.0,41.474073805,0,0.0,0.0,0.0,0.10938813543760939,0,0.04609662345272146,718,622,Seth,West
17857.0,5.0,0.0,0.0,129.71732313,1.0,9.0,26.634347518,0,0.0,0.0,1.0,0.1749905410435589,1,0.3404142102302221,633,429,Christopher,Smith
16448.0,7.0,0.0,0.0,91.005539849,0.0,16.0,19.240351261,0,1.0,0.0,0.0,0.3816990766910378,0,0.02094966150709064,748,689,Oscar,Stewart
65022.0,2.0,0.0,0.0,86.266666667,2.0,9.0,34.802428777,1,1.0,0.0,0.0,0.30737704917402914,0,0.7608008108609053,567,281,Rebecca,Scott
68733.0,5.0,0.0,0.0,96.977667199,0.0,14.0,42.211046784,0,0.0,0.0,1.0,0.08051431568833013,0,0.18845090794263217,662,494,Lauren,Castro
10879.0,0.0,0.0,0.0,94.248035718,0.0,5.0,38.662402273,0,0.0,0.0,0.0,0.5422713422413491,0,0.03668960679458542,727,642,Cathy,Nguyen
22000.0,13.0,0.0,0.0,90.333333333,5.0,14.0,34.802428777,1,0.0,0.0,0.0,0.3011363636278086,1,0.5996978400953359,594,342,Ricardo,Barron
12000.0,9.0,0.0,0.0,118.76666667,0.0,11.0,34.802428777,1,0.0,0.0,0.0,0.35653250043147705,0,0.4719727696399714,613,384,William,Larson
74964.0,5.0,0.0,0.0,91.711246204,1.0,32.0,39.146755766,0,0.0,0.0,0.0,0.23289763473691094,0,0.02792998432787601,737,665,Gary,Pruitt
148986.0,1.0,0.0,0.0,197.39171326,0.0,35.0,40.514989578,0,0.0,0.0,0.0,0.15135135135049016,0,0.00619844121478341,792,750,Virginia,Whitaker
96272.0,2.0,0.0,0.0,204.49258593,1.0,19.0,37.868355391,0,0.0,0.0,0.0,0.11516079632395,0,0.005,800,750,William,Andrews
23047.0,7.009588237892219,2.0,1.0,104.5662029,2.0,26.0,29.296633491,0,0.0,0.0,0.0,0.33561867449773924,0,0.07462980561840184,700,580,Jimmy,Freeman
39061.0,15.0,0.0,0.0,77.114285108,0.0,12.0,32.587465652,0,0.0,0.0,0.0,0.2110502737638417,0,0.05663714259817141,710,605,Lisa,Clark
38986.0,1.0,8.0,1.0,220.91726199,0.0,17.0,47.914521113,0,0.0,0.0,1.0,0.29017410445687064,1,0.7673633660292803,566,278,Frank,Murray
108608.0,0.0,0.0,6.0,253.47175859,4.0,23.0,34.802428777,1,0.0,0.0,0.0,0.09859943977480562,1,0.7208192661575106,575,298,Shelly,Wagner
61767.0,15.0,0.0,0.0,228.98545319,3.0,32.0,37.91433471,0,1.0,0.0,0.0,0.14862112621582238,0,0.002861319340329835,820,750,Kathryn,Pittman
48000.0,6.0,0.0,0.0,262.73333333,2.0,26.0,34.802428777,1,0.0,0.0,0.0,0.27163847388231094,0,0.24553518049761341,649,467,Erika,Daniels
49064.0,6.0,0.833525813903078,4.0,106.37599933,1.0,10.0,40.051915231,0,0.0,0.0,0.0,0.11366290385186979,0,0.04094599565639002,723,632,Jonathan,Davis
69174.0,6.0,0.0,0.0,59.459256192,0.0,16.0,31.254821634,0,1.0,0.0,1.0,0.20808373793841475,0,0.25548223378414053,647,462,Tina,Hernandez
52276.0,0.0,0.0,0.0,180.93148775,0.0,25.0,30.587966984,0,1.0,0.0,0.0,0.24620669910898646,0,0.022388099323273587,745,683,Herbert,Mosley
64000.0,7.4,0.0,0.0,174.43333333,0.0,20.0,34.802428777,1,1.0,0.0,0.0,0.17948717948487838,1,0.33376204217602107,634,431,Emily,Graham
197425.0,8.0,0.0,0.0,102.96034553,2.0,26.0,41.277127172,0,0.0,0.0,0.0,0.10593482329038534,0,0.128206675637989,678,531,Diana,Strong
98338.0,8.0,0.0,0.0,296.07626178,1.0,19.0,30.062735712,0,0.0,0.0,0.0,0.1382181946964105,0,0.0,850,750,Natalie,Mills
77886.0,9.0,0.0,0.0,118.47135379,0.0,18.0,28.344078391,0,1.0,0.0,0.0,0.24193407514592963,0,0.0195783756610761,750,694,April,Kelly
42482.0,19.0,0.0,0.0,199.9,0.0,16.0,34.802428777,1,1.0,0.0,0.0,0.1769911504398674,0,0.2204092997933097,654,478,Wayne,Gonzalez
103946.0,17.0,0.0,2.0,194.35993932,1.0,16.0,36.414572822,0,0.0,0.0,0.0,0.11062335381816837,0,0.10882105656129978,685,547,Allen,Gonzalez
59841.0,20.0,0.0,0.0,101.46666667,0.0,4.0,34.802428777,1,0.0,1.0,0.0,0.23016019149116038,1,0.4869587316405888,611,379,Amy,Dawson
52000.0,0.4,0.0,1.0,93.166666667,0.0,23.0,34.802428777,1,1.0,0.0,0.0,0.28852381793218485,0,0.7937946784083699,560,265,Bonnie,Cooper
73099.0,4.0,0.30334901136419,0.42815808070903855,166.53608552479665,1.29310630699104,21.08282615710122,40.222283144,0,1.0,0.0,0.0,0.14599406528016626,1,0.1462633253685574,673,519,Jasmine,Blanchard
52031.0,2.5,1.0,3.0,105.53333333,2.0,33.0,34.802428777,1,0.0,0.0,0.0,0.3155059638273874,1,0.8616332440739336,543,226,Nichole,Bailey
84196.0,1.0,0.0,0.0,104.83507193,1.0,32.0,38.376112633,0,0.0,0.0,0.0,0.11130267781026928,0,0.04913653065650778,716,617,Lindsey,Clayton
53841.0,15.0,0.0,3.0,206.35456436,0.0,36.0,26.054853712,0,0.0,0.0,0.0,0.1306701512019994,0,0.06565945366583882,705,592,David,Rose
96160.0,10.0,0.0,1.0,154.67285803,0.0,29.0,41.117944577,0,1.0,0.0,0.0,0.21822361319112643,0,0.17553504940603942,665,501,Olivia,Mccarthy
98701.0,10.0,0.0,0.0,179.127926,2.0,32.0,29.549283511,0,1.0,0.0,1.0,0.10333207381223382,0,0.0,850,750,Eric,Swanson
64332.0,13.0,0.0,0.0,128.23922251,0.0,13.0,35.157645613,0,1.0,0.0,1.0,0.24433538686181128,0,0.10275267541591963,687,552,Steven,Jones
102103.0,5.0,0.0,0.0,95.366348366,0.0,14.0,31.275182524,0,1.0,0.0,0.0,0.12273060631821105,0,0.11853021689736616,681,539,Cristian,Smith
75164.0,7.0,0.0,0.0,300.83595806,2.0,28.0,30.071402046,0,0.0,0.0,0.0,0.24059069162688543,0,0.01745157998577197,754,704,Jason,Gaines
56506.0,12.0,0.0,2.0,170.76666667,0.0,14.0,34.802428777,1,1.0,0.0,1.0,0.18306917311484128,0,0.9135460142466573,524,183,Samantha,Chandler
90150.0,12.0,0.3221547157112492,0.5665947697803058,135.57297776,1.3484161923382796,25.0,33.46387238,0,1.0,0.0,0.0,0.15069196119355616,0,0.0,850,750,Scott,Jordan
60700.0,13.0,0.0,0.0,145.06666667,6.0,29.0,34.802428777,1,0.0,1.0,0.0,0.2472527472500302,1,0.41830778831737314,621,402,Amy,Garrison
86161.0,22.0,0.0,0.0,135.33270363,4.0,23.0,29.409524029,0,0.0,0.0,1.0,0.12835286732690301,0,0.0,850,750,Nicole,Harris
50402.0,25.0,0.0,0.0,282.62290524,0.0,16.0,38.097902468,0,0.0,0.0,0.0,0.23489574594294024,0,0.00733984838452069,786,750,Heather,Taylor
57516.0,3.0,0.0,0.0,166.19952717,2.0,24.0,37.814089094,0,1.0,0.0,0.0,0.2958694682081382,0,0.03158453435175535,732,654,Michael,Wallace
65022.0,10.0,0.0,0.0,178.57848226,1.0,21.0,25.513965638,0,0.0,1.0,1.0,0.609627423848043,0,0.027065213575247472,738,667,Mark,Coleman
202601.0,3.0,1.0,1.0,160.66666667,2.0,30.0,34.802428777,1,1.0,0.0,0.0,0.17361111111050828,1,0.7624340052957445,567,280,Becky,Hoffman
100564.0,14.0,0.30141538065142726,0.0,253.91411096,3.0,30.0,43.902152357,0,0.0,0.0,0.0,0.2869922693054852,0,0.1890194735684797,661,494,Gregory,Campbell
51000.0,10.0,1.0,0.0,98.333333333,0.0,12.0,34.802428777,1,0.0,0.0,1.0,0.08281249999870606,1,0.7980058797198372,559,263,Kathleen,Bailey
74263.0,0.0,0.0,0.0,139.83124654,3.0,20.0,31.814429354,0,1.0,0.0,0.0,0.16679808333670168,0,0.038500838175286184,725,638,Angela,Velez
59575.0,22.0,0.0,1.0,189.75535052,0.0,19.0,24.874615108,0,0.0,0.0,0.0,0.30173468317506746,0,0.10662909986268343,686,548,Diane,Ware
57694.0,4.0,0.0,0.0,125.71032467,0.0,34.0,37.622785545,0,0.0,0.0,1.0,0.11867423921168273,0,0.1278012642077426,678,532,Matthew,Taylor
67354.0,10.0,0.0,0.0,255.37875694,4.0,36.0,41.625398584,0,1.0,0.0,0.0,0.16737431542468312,0,0.027490074168409952,738,666,Kaylee,Rosales
91767.0,9.677323814775379,0.0,0.0,207.65328952,0.0,21.0,28.216739433,0,1.0,0.0,0.0,0.15433730099893347,0,0.0,850,750,Gabriel,Gomez
75563.0,9.800554251694905,1.0,0.0,248.64649535,2.0,13.0,42.176585064,0,0.0,0.0,0.0,0.22254807142105734,0,0.018181234791187887,753,701,Kenneth,Christian
53199.0,3.0,0.0,1.0,185.32503543,0.0,13.0,27.390380405,0,0.0,0.0,1.0,0.15381447793726533,0,0.05363279176194439,712,609,Amber,Black
154000.0,0.0,0.0,4.0,171.43333333,3.0,58.0,34.802428777,1,0.0,0.0,0.0,0.13684210526243767,1,0.6980056082885264,579,307,Joseph,Haas
109583.0,10.0,0.0,0.0,162.3840072,1.0,16.0,33.760305236,0,1.0,0.0,0.0,0.19590941148684854,0,0.011166830326308377,771,741,Donna,Carpenter
20552.0,7.0,0.0,0.0,45.14448683,0.0,6.0,36.062827417,0,0.0,0.0,0.0,0.7623616077957392,0,0.050192555390522496,715,615,Brianna,Bernard
18834.0,28.0,0.0,0.0,139.136329,0.0,14.0,34.042153174,0,0.0,0.0,1.0,0.7493885838147812,0,0.0,850,750,Michael,Ochoa
110614.0,6.0,0.0,0.0,85.232500724,0.0,13.0,31.344365522,0,1.0,0.0,0.0,0.12577061765640796,0,0.08486732228856325,695,569,Anthony,King
22245.0,7.0,0.0,0.0,91.074218176,0.0,16.0,21.620580277,0,1.0,0.0,0.0,0.4725508229846008,0,0.0340021377742901,730,648,Christian,Ramirez
97596.0,0.0,0.669207307504721,3.0,254.70773261,1.0,30.0,40.987300926,0,1.0,0.0,0.0,0.12989625060649065,0,0.05459428715549775,712,608,Craig,Watts
61847.0,9.0,0.0,0.0,202.05343558,0.0,20.0,21.348254512,0,1.0,0.0,0.0,0.18435492140170442,0,0.0,850,750,Andrew,Aguilar
144975.0,6.0,0.7335493241281421,0.9652297928533438,193.1196811,5.0,43.0,39.593595223,0,1.0,0.0,0.0,0.13293526606365974,0,0.02294292263054049,744,681,Sharon,Fields
31243.0,3.0,1.0,0.4594819723052718,135.19851865,1.4529756121258781,11.0,25.357164928,0,0.0,1.0,1.0,0.4742895537632052,0,0.12816954835019992,678,531,George,Parker
79689.0,9.0,0.0,0.0,114.96849873,0.0,19.0,26.484886371,0,1.0,0.0,0.0,0.2168791515328944,0,0.022102525565594756,746,684,Jim,Delgado
65022.0,27.0,0.0,0.0,327.00179108,0.0,15.0,12.498669801,0,1.0,0.0,0.0,0.17805822816258426,0,0.06945854983585226,702,587,Brian,Jenkins
25859.0,16.0,1.0,0.0,95.363068679,1.0,17.0,27.107619574,0,0.0,0.0,0.0,0.39831517259412336,0,0.038247187148769284,725,638,James,Velez
58556.0,3.0,0.0,1.0,234.65854468,1.0,16.0,37.639252934,0,0.0,0.0,1.0,0.15770814868675112,0,0.03628915596770363,727,643,Jamie,Garcia
143404.0,14.0,0.0,1.0,169.7373629,1.0,31.0,36.178122,0,0.0,0.0,0.0,0.09983844324577902,1,0.13636951783103607,675,526,Ivan,Lucas
65022.0,1.0,0.0,0.0,111.23501181,0.0,21.0,31.362872385,0,0.0,0.0,1.0,0.1904761904740563,1,0.08174315436920901,696,572,Jason,Porter
28428.0,0.0,0.3306308067470545,0.40180538472769867,156.8069615538855,1.370986531040229,20.926579488448795,39.370262709,0,0.0,0.0,0.0,0.3828639382665875,0,0.04261780022222728,721,629,Jessica,Fitzpatrick
41656.0,10.0,0.23675722393028864,0.42038359588739777,190.01750256,1.1044918338292171,19.0,25.768965033,0,1.0,0.0,1.0,0.16201828491760178,0,0.02920389423491764,735,661,Angela,Le
17988.0,9.0,0.0,0.0,360.14696016,0.0,10.0,41.902054192,0,0.0,0.0,0.0,0.12306303157314558,0,0.013536607720374398,764,725,Mark,Gibson
73126.0,1.0,0.0,0.0,125.96666667,2.0,10.0,34.802428777,1,0.0,0.0,0.0,0.05714285714220409,0,0.7092504046601245,577,302,Kristina,Ray
120006.0,13.0,0.0,0.0,137.6353734,0.0,40.0,46.701585238,0,1.0,0.0,1.0,0.24195905977917684,1,0.8845712335961118,535,209,Jennifer,Watkins
27861.0,8.0,0.0,0.0,89.492116658,0.0,4.0,34.050949362,0,0.0,0.0,1.0,0.23252403795310714,0,0.25049716287145496,648,464,John,Chase
43948.0,24.0,0.0,0.0,258.30359386,0.0,7.0,26.61774876,0,0.0,0.0,1.0,0.2787100370419725,0,0.015518246616775089,759,714,April,Callahan
65022.0,11.177591221515671,0.0,0.0,289.54567264,0.0,19.0,40.162944538,0,0.0,0.0,0.0,0.3971586535027441,0,0.0,850,750,Sarah,Smith
51994.0,7.0,0.0,0.0,100.18188768,3.0,15.0,41.155082612,0,0.0,0.0,0.0,0.28736064512784754,0,0.15980446545382287,669,510,Tammy,Schultz
7229.0,9.83119837702065,0.0,0.0,208.0,0.0,12.0,34.802428777,1,0.0,1.0,1.0,0.05615958306999372,0,0.3344882029736228,634,431,Anna,Jones
34955.0,8.0,0.33985528377372354,0.5064668290173766,121.02331335,1.4013485561080772,23.0,32.804530596,0,0.0,0.0,0.0,0.37960681783423494,0,0.0075042645322136205,785,750,Claire,Downs
79660.0,4.0,2.0,0.0,84.205779001,1.0,21.0,22.113193096,0,0.0,0.0,0.0,0.16494973701238733,0,0.1591865666856661,669,511,Laura,Robinson
82000.0,18.0,0.0,5.0,122.73333333,10.0,19.0,34.802428777,1,0.0,0.0,0.0,0.11538461538372782,1,0.9337014928557346,514,159,Robert,Miller
65022.0,8.939603525686081,0.2696576657341044,0.4606976520578138,178.5503516614801,1.1969285750712755,21.27564585811222,32.782926828,0,0.0,0.0,0.0,0.08818737575163764,0,0.009002726510067114,778,750,Kelly,Sullivan
52640.0,16.0,0.0,0.0,257.52379662,0.0,19.0,27.792323705,0,1.0,0.0,0.0,0.1666798952283102,0,0.026933260232658348,738,668,Barry,Wilson
56651.0,29.0,1.0,2.0,176.91298776,1.0,24.0,38.544441857,0,0.0,0.0,1.0,0.15836755286871798,0,0.08102473210178734,696,573,Jeremy,Gibbs
41000.0,26.0,0.0,0.0,305.26666667,3.0,32.0,34.802428777,1,0.0,0.0,0.0,0.31846153845663905,0,0.4121657885477565,622,404,Noah,Rice
14534.0,20.0,0.0,0.0,206.96666667,1.0,31.0,34.802428777,1,0.0,0.0,0.0,0.6766666666553889,0,0.2781025929704375,643,453,Ana,Anderson
18728.0,9.0,0.0,0.0,117.64828293,0.0,10.0,21.589836378,0,0.0,0.0,0.0,0.3513050547179019,0,0.014208804146711806,762,721,Donald,Boyd
77261.0,3.0,0.0,0.0,144.03700388,0.0,26.0,33.908465844,0,1.0,0.0,0.0,0.09229110064819161,0,0.0,850,750,Henry,Cook
93989.0,10.0,0.0,0.0,220.89922098,0.0,12.0,39.877500773,0,1.0,0.0,0.0,0.12179541776576276,0,0.0,850,750,Brittany,Wood
53793.0,22.0,0.0,0.0,206.09913412,0.0,19.0,18.369540527,0,1.0,0.0,1.0,0.0843640307916003,0,0.015503790295900908,759,714,Jeffrey,Buck
240994.0,3.0,0.0,1.0,210.50181736,3.0,50.0,42.967511635,0,0.0,0.0,0.0,0.8883023273295525,0,0.09924701813048036,688,555,Shaun,Haynes
138216.0,10.0,0.0,0.0,199.73871138,1.0,29.0,76.421478047,0,1.0,0.0,0.0,0.15759885211489663,1,0.8282718917416699,552,247,Angela,Alvarado
136375.0,29.0,0.0,0.0,354.1,1.0,19.0,34.802428777,1,1.0,0.0,1.0,0.1058201058196579,0,0.2261109529681736,653,475,Julie,Fritz
75441.0,26.0,0.0,0.0,322.73119571,2.0,37.0,33.788523674,0,1.0,0.0,1.0,0.07610089781893031,0,0.01,775,750,Austin,Camacho
31400.0,6.0,1.0,0.0,107.53333333,2.0,16.0,34.802428777,1,0.0,0.0,0.0,0.2520833333280816,0,0.5883863497795514,596,346,Adam,Mccall
82036.0,4.0,0.0,1.0,98.417753249,0.0,33.0,39.294102796,0,1.0,0.0,1.0,0.12948274042902444,0,0.1656989846561821,667,507,Andrea,Sullivan
78600.0,6.0,1.0,0.0,165.33333333,2.0,26.0,34.802428777,1,1.0,0.0,0.0,0.02566371681393218,1,0.6557431287009102,586,322,Alexander,Stewart
9722.0,21.0,0.0,0.0,89.211954836,2.0,20.0,31.120877405,0,0.0,0.0,1.0,0.11526181721714598,0,0.11412781685133826,683,542,Sharon,Allen
75360.0,8.0,0.0,0.0,121.298029,1.0,27.0,24.761899592,0,1.0,0.0,1.0,0.13618695442336942,0,0.007861319340329836,783,750,Jared,Russell
48275.0,17.0,0.0,0.0,202.54621956,0.0,15.0,23.160040592,0,1.0,0.0,0.0,0.22181572010569642,0,0.02276813020120829,744,682,Jonathan,Lewis
199232.0,11.0,0.0,0.0,223.43811683,0.0,21.0,31.370272297,0,1.0,0.0,1.0,0.05305985760798742,0,0.04327152521007571,721,628,Nathan,Chan
65022.0,10.31847483061454,0.0,0.0,238.6,1.0,2.0,34.802428777,1,0.0,0.0,1.0,0.1782477341335877,1,0.3685187210016499,628,419,Kelly,Martinez
71000.0,6.0,0.0,0.0,71.0,7.0,24.0,34.802428777,1,0.0,0.0,0.0,0.19473684210321332,0,0.391031298052508,625,411,Mary,Olson
79900.0,19.0,0.0,0.0,252.34969818,10.0,24.0,35.800492028,0,0.0,0.0,0.0,0.13205155292486742,0,0.01755231536348964,754,703,Brenda,Mccarthy
47625.0,0.1,2.0,1.0,154.13333333,4.0,26.0,34.802428777,1,1.0,0.0,1.0,0.06982833866662988,1,0.7040063536134485,578,304,Sara,White
39600.0,1.0,0.0,0.0,47.7,1.0,15.0,34.802428777,1,0.0,1.0,0.0,0.17857142856717687,1,0.9029976842238903,528,193,Kelsey,Bean
54098.0,8.939603525686081,0.2696576657341044,0.4606976520578138,178.5503516614801,1.1969285750712755,21.27564585811222,34.802428777,1,0.0,0.0,0.0,0.2259975938539224,1,0.5631008835588719,600,354,Ashlee,Hall
84908.0,10.0,0.0,0.0,384.28504689,0.0,45.0,41.342010942,0,1.0,0.0,0.0,0.262951515428676,0,0.19279686156185108,661,492,Martin,Santana
75010.0,9.0,0.0,1.0,294.29716609,1.0,28.0,30.611051161,0,0.0,0.0,0.0,0.1960459706001094,0,0.02884434658205739,736,662,April,Dixon
207687.0,8.0,0.0,0.0,134.00768046,0.0,41.0,41.298386628,0,0.0,0.0,1.0,0.11709215647421872,0,0.16444877243069203,668,508,Stephen,Smith
73996.0,15.0,0.0,1.0,102.14742858,0.0,9.0,25.3840627,0,1.0,0.0,0.0,0.11534398378592002,0,0.10663185548363618,686,548,Julia,Welch
49264.0,9.0,0.0,0.0,237.83915914,0.0,18.0,31.25670012,0,0.0,0.0,0.0,0.21431383125753653,0,0.005,800,750,Rebecca,Delgado
74828.0,5.0,1.0,0.0,204.07440932,1.0,12.0,30.222959942,0,0.0,0.0,1.0,0.19343994440767526,0,0.06760632530163324,704,589,Nancy,May
6871.0,4.0,0.0,0.0,317.24400167,0.0,16.0,17.617908723,0,1.0,0.0,0.0,0.27832319804261924,0,0.014725365190726784,761,718,Steven,Schmidt
71408.0,8.0,0.0,0.0,255.73333333,0.0,12.0,34.802428777,1,1.0,0.0,1.0,0.03180661577567676,0,0.2790559767305771,643,452,Haley,Maxwell
20627.0,11.0,0.0,1.0,122.53333333,1.0,9.0,34.802428777,1,1.0,0.0,1.0,0.06711409395747939,1,0.8384884121041839,549,241,Erin,Rosales
71264.0,1.0,0.0,0.0,177.2573424,1.0,31.0,35.034481355,0,0.0,0.0,0.0,0.17313092498180932,0,0.01821153065677892,753,700,David,Mitchell
113648.0,11.0,0.0,1.0,231.01924428,0.0,24.0,41.559303671,0,1.0,0.0,0.0,0.1455544112588702,0,0.0901493424925766,692,564,Mary,Browning
70715.0,26.0,0.0,0.0,143.06666667,2.0,23.0,34.802428777,1,1.0,0.0,0.0,0.10823529411637371,1,0.4618240759253315,614,387,Jeremy,Adams
88828.0,6.0,0.0,0.0,141.84139798,1.0,20.0,21.679278339,0,1.0,0.0,0.0,0.1611203002994342,0,0.024146969153107767,742,677,Jonathan,Hart
60192.0,8.0,0.0,0.0,60.503625209,2.0,24.0,39.280512379,0,1.0,0.0,0.0,0.09807126511803765,0,0.1694194718276201,666,505,Lauren,Williams
86861.0,8.777643896046143,0.0,0.0,162.02394644,0.0,26.0,42.897162114,0,1.0,0.0,1.0,0.15855840412939054,0,0.058539904665284526,709,602,Shirley,Lopez
61554.0,2.0,0.0,0.0,161.35269333,0.0,24.0,23.896554711,0,1.0,0.0,0.0,0.1925722145784301,0,0.009868905859910782,775,750,Lisa,Mcdonald
150784.0,0.0,0.0,0.0,173.30549337,1.0,16.0,41.543254137,0,0.0,1.0,1.0,0.14760070889841223,0,0.06993862079661774,702,586,Ricky,Vaughan
65022.0,0.0,0.0,0.0,235.36666667,1.0,15.0,34.802428777,1,0.0,0.0,0.0,0.64499999998925,1,0.21389340236260793,656,481,Michelle,Fox
